repetition,b,periods,memory,G,N,fixation_threshold,winner,generation,cor_prop_fit,cor_prop_reput,cor_reput_fit
10,5,24,12,6,240,0.99,S,1861,0.04402283746339456,0.3231328346090826,0.38636186476630957
10,5,24,12,12,72,0.99,S,746,0.2645879069867968,0.4910453981358721,0.6688517755578639
10,5,24,12,12,240,0.99,S,979,0.20719772696211208,0.36842231380475937,0.4866380506891317
10,5,24,24,6,72,0.99,S,314,0.15667570929238003,0.7210038849502813,0.407354413072983
10,5,24,24,6,240,0.99,S,828,0.09969161501315911,0.6961390701947322,0.3968164508360829
10,5,24,24,12,72,0.99,S,1969,0.29834804182039376,0.7269063537002157,0.6342295721710726
10,5,24,24,12,240,0.99,S,1972,0.15082087928056834,0.8066822781423458,0.3955041558901058
10,5,48,12,6,72,0.99,S,1643,0.1997122787663778,0.4372456836813964,0.5772397396493577
10,5,48,12,6,240,0.99,S,892,0.10941785467690077,0.3922639571219769,0.4740676334013501
10,5,48,12,12,72,0.99,S,797,0.26924899179076295,0.4667765961811089,0.7021974421586272
10,5,48,12,12,240,0.99,S,1233,0.06865202932762546,0.43547984191780603,0.5780399819896578
10,5,48,24,6,72,0.99,S,302,0.09753271424763822,0.40701040292476476,0.4361878232733155
10,5,48,24,6,240,0.99,S,1244,0.029471243978555908,0.3969129877558925,0.47335426454708673
10,5,48,24,12,72,0.99,S,1776,0.2891823270358367,0.5234232811577323,0.7255329174135352
10,5,48,24,12,240,0.99,S,647,0.22836400898343198,0.4392672407911781,0.5770249857987028
10,25,24,12,6,72,0.99,GR,774,0.17950995371771894,0.4949835443078196,0.5392951663382746
10,25,24,12,6,240,0.99,S,785,0.014420810236032486,0.4010289543841492,0.4444078756682066
10,25,24,12,12,72,0.99,GR,329,0.4373072887323695,0.6035334585451811,0.7368416157189037
10,25,24,12,12,240,0.99,S,1068,0.18653461837359567,0.3835443957048279,0.5080717656998713
10,25,24,24,6,72,0.99,GR,549,0.21705361714698368,0.6940524587253706,0.6725798198498941
10,25,24,24,6,240,0.99,S,1016,0.13113428567623153,0.7060881318673237,0.4476912947888117
10,25,24,24,12,72,0.99,GR,449,0.3550973060688255,0.7012422449139999,0.7857761203868653
10,25,24,24,12,240,0.99,S,559,0.1754475446811549,0.6992522315045995,0.5476970805954812
10,25,48,12,6,72,0.99,GR,578,0.3740793121379369,0.6136232014928658,0.8191981648738301
10,25,48,12,6,240,0.99,S,1933,0.09946669066603177,0.40372460956423695,0.4840988065503469
10,25,48,12,12,72,0.99,GR,193,0.30918926133385827,0.6766898846866345,0.5804659343866752
10,25,48,12,12,240,0.99,GR,1105,0.4482803635779012,0.5415814224633738,0.7748951785106503
10,25,48,24,6,72,0.99,GR,140,0.5940362949021297,0.7316287916048452,0.8925697614884317
10,25,48,24,6,240,0.99,S,1824,0.2027758070326565,0.4692956614638255,0.5797523261358282
10,25,48,24,12,72,0.99,GR,163,0.46896837820240617,0.6034203068959705,0.8763334810353388
10,25,48,24,12,240,0.99,GR,1313,0.48370932822505114,0.6848761980320993,0.8667371866976092
