140603_1201,2,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,InGroup,input_self[1],input_self[2],input_self[3],input_self[4],input_self[5],input_self[6],input_other[1],input_other[2],input_other[3],input_other[4],input_other[5],input_other[6],chosen_option[1],chosen_option[2],chosen_option[3],chosen_option[4],chosen_option[5],chosen_option[6],item_order[1],item_order[2],item_order[3],item_order[4],item_order[5],item_order[6],random_numbers[1],random_numbers[2],random_numbers[3],random_numbers[4],random_numbers[5],random_numbers[6],all_unique,item_rank,svoGroup,Role,raven1,raven2,raven3,raven4,raven5,Q1,Q2,Q3,Q4,Q5,GroupCorrect1,GroupCorrect2,GroupCorrect3,GroupCorrect4,GroupCorrect5,ravenfeedback1,ravenprofit,Pair,RoleTrust,TrustGame,TrustGameResponder,trustfeedback1,% Sent back,trustprofit,Trio,RoleDictator,Allocation,dictatorprofit,AllocationDummy,TimeOKColorOK,TimeChatGroup1raven1OK,TimeChatGroupraven2OK,TimeChatGroupraven3OK,TimeChatGroupraven4OK,TimeChatGroupraven5OK,checker1,checker2,checker3,counter,fakepropose,fakerespond,TimePracticeTrustOK,TimeAEPracticeTrustOK,TimeTrustGameProposeOK,TimeAETrustGameResponseOK,Other1,Other2,Other1Team,Other2Team,Other1Num,Other2Num,TimeDictatorAllocateOK,random_dict,Dictator_roundpay,Dictator_team,Dictator_num,random_round,DictatorProfit,SelectedTeam,SelectedNum,TimeAECalculateDictatorOK,item_num,self[1],self[2],self[3],self[4],self[5],self[6],self[7],self[8],self[9],other[1],other[2],other[3],other[4],other[5],other[6],other[7],other[8],other[9],option,LeaveStage,TimeSVOItemsOK,TimeKillSVOItemsOK,mean_to_self,mean_to_other,k,svo_angle,svo_type,avg_dist_to_equality,avg_dist_to_altruist,avg_dist_to_joint,avg_dist_to_indiv,j,not_altru_indiv,inequality_aversion_score,payed_slider,svoProfit,kept_of_sender,received_from_sender,TimeSummaryOK,q1,q2,q3,q4,q5,TimeOKCollectivismOK,totalpayoff,ToPay,TimeFinalFeedbackOK,
140603_1201,2,subjects,3,20,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,5,1,2,0.699995442,0.723232939,0.772116777,0.75694359,0.237368687,0.310666887,1,1,9,1,1,4,6,2,6,10,10,10,10,10,5,0,5,5,0,-1,65,8,2,0,0,-1,,0,5,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,3,2,1,26,2,30,5,4,4,0,0,0,-,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,4,0,0,0,-,-1,-1,-1,-1,-1,-,65,13,-,
140603_1201,2,subjects,3,21,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,1,5,4,0.095647335,0.249380139,0.880633254,0.08178508,0.865394856,0.82339628,1,1,12,2,0,6,6,2,6,0,0,10,10,10,0,0,5,0,5,-1,40,9,2,0,0,-1,,0,6,3,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,3,5,2,3,26,2,35,5,3,5,0,0,0,-,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,4,0,0,0,-,-1,-1,-1,-1,-1,-,40,8,-,
140603_1201,2,subjects,3,22,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,6,5,0.332000954,0.099384483,0.573817864,0.004404406,0.912701284,0.906009831,1,1,12,1,1,4,6,3,6,10,10,10,0,10,0,0,5,0,5,-1,50,10,2,0,0,-1,,0,5,3,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,3,5,1,4,4,2,35,5,4,2,35,5,4,-,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,4,0,0,0,-,-1,-1,-1,-1,-1,-,85,17,-,
140603_1201,2,subjects,3,23,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,3,5,6,0.106588915,0.536343314,0.02485274,0.304121867,0.803092391,0.950923184,1,1,11,2,1,6,6,0,6,10,0,10,0,10,0,0,5,0,5,-1,40,11,2,0,0,-1,,0,7,3,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,4,3,1,10,2,35,4,1,2,35,4,1,-,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,4,0,0,0,-,-1,-1,-1,-1,-1,-,75,15,-,
140603_1201,2,subjects,3,24,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,2,5,1,0.940037765,0.772263249,0.455517382,0.320015737,0.881807363,0.096961374,1,1,11,1,1,0,6,2,6,10,0,10,10,10,0,0,5,0,5,-1,50,12,2,0,0,-1,,0,8,3,0,0,70,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,4,4,2,13,2,35,4,2,1,35,3,4,-,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,4,0,0,0,-,-1,-1,-1,-1,-1,-,85,17,-,
140603_1201,2,subjects,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,3,1,6,0.882309929,0.729026898,0.539900412,0.639365567,0.348802628,0.966677442,1,1,2,2,0,1,6,3,6,0,0,10,0,10,0,0,5,0,0,-1,25,1,1,0,0,-1,,200,1,1,20,0,50,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,4,6,2,2,22,3,35,6,2,3,35,2,3,-,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,260,52,-,
140603_1201,2,subjects,4,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,3,6,4,0.428422761,0.108420016,0.111849381,0.299877015,0.988526707,0.344029979,1,1,2,1,1,1,6,2,5,10,0,10,10,0,0,0,5,0,0,-1,35,2,1,0,0,-1,,200,2,1,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,4,6,1,1,26,3,35,6,1,2,20,3,4,-,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,255,51,-,
140603_1201,2,subjects,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,6,2,5,0.494029051,0.214709312,0.325763626,0.797853771,0.251426729,0.755069379,1,1,1,2,1,1,6,2,6,10,0,10,10,10,0,0,5,0,0,-1,45,3,1,0,0,-1,,200,3,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,5,2,3,3,16,3,40,5,3,5,0,0,0,-,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,245,49,-,
140603_1201,2,subjects,4,4,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,5,6,3,0.385485257,0.105605056,0.032984659,0.736240169,0.95904221,0.146266689,1,1,1,1,0,3,6,0,6,0,0,10,0,10,0,0,5,0,0,-1,25,4,1,0,0,-1,,200,4,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,5,2,4,4,10,3,35,5,4,4,35,5,4,-,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,260,52,-,
140603_1201,2,subjects,4,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,5,6,1,0.408076391,0.304236323,0.373157518,0.726442817,0.791003492,0.050606153,1,1,4,2,1,0,6,3,8,10,0,10,0,0,0,0,5,0,0,-1,25,5,1,0,0,-1,,200,5,2,40,0,30,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,5,3,1,1,15,3,70,5,1,5,0,0,0,-,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,225,45,-,
140603_1201,2,subjects,4,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,6,4,5,0.090307075,0.439895078,0.168357464,0.816506815,0.77074325,0.800476674,1,1,4,1,0,0,6,3,8,0,0,10,0,0,0,0,5,0,0,-1,15,6,1,0,0,-1,,200,6,2,20,0,50,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,5,3,2,2,15,3,35,5,2,3,10,3,4,-,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,225,45,-,
140603_1201,2,subjects,4,7,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,2,5,4,0.055023326,0.777033911,0.935470423,0.528329825,0.874553157,0.79462593,1,1,3,2,1,3,6,3,8,10,0,10,0,0,0,0,5,0,0,-1,25,7,1,0,0,-1,,200,3,1,30,0,40,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,1,5,3,3,19,3,30,5,3,4,30,5,3,-,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,255,51,-,
140603_1201,2,subjects,4,8,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,1,6,2,0.451394316,0.35477028,0.43755321,0.075935857,0.608934061,0.278012106,1,1,3,1,1,0,6,3,0,10,0,10,0,0,0,0,5,0,0,-1,25,8,1,0,0,-1,,200,4,1,70,0,0,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,1,5,4,4,21,3,35,5,4,2,35,5,3,-,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,260,52,-,
140603_1201,2,subjects,4,9,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,2,3,1,0.537621258,0.62241754,0.70804025,0.154863392,0.258668424,0.032479459,1,1,6,2,5,3,6,2,6,0,0,10,10,10,0,0,5,0,5,-1,40,9,1,0,0,-1,,200,5,1,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,2,5,1,1,26,3,0,5,1,5,0,0,0,-,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,1,0,0,0,-,-1,-1,-1,-1,-1,-,240,48,-,
140603_1201,2,subjects,4,10,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,4,3,2,0.584261508,0.817087798,0.214787616,0.486362156,0.324417586,0.288751747,1,1,6,1,5,0,6,3,6,0,0,10,0,10,0,0,5,0,5,-1,30,10,1,0,0,-1,,200,6,1,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,2,5,2,2,18,3,35,5,2,1,35,1,4,-,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,1,0,0,0,-,-1,-1,-1,-1,-1,-,265,53,-,
140603_1201,2,subjects,4,11,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,1,6,4,0.538968141,0.882259071,0.549470997,0.008318071,0.904177753,0.801823624,1,1,5,2,5,4,6,2,6,0,10,10,10,10,0,0,5,0,5,-1,50,11,1,0,0,-1,,200,7,1,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,4,6,4,4,21,3,60,6,4,3,30,3,3,-,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,1,0,0,0,-,-1,-1,-1,-1,-1,-,280,56,-,
140603_1201,2,subjects,4,12,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,1,5,4,0.290002733,0.593503202,0.923073512,0.084748124,0.807324808,0.606049061,1,1,5,1,5,0,6,4,6,0,0,10,0,10,0,0,5,0,5,-1,30,12,1,0,0,-1,,200,8,1,30,0,40,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,4,6,3,3,9,3,50,6,3,2,30,3,4,-,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,1,0,0,0,-,-1,-1,-1,-1,-1,-,260,52,-,
140603_1201,2,subjects,4,13,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,5,4,2,0.128203245,0.668442648,0.261338154,0.515588557,0.361716907,0.253947594,1,1,8,2,1,0,6,1,6,10,0,10,0,10,5,0,5,0,5,-1,45,1,2,0,0,-1,,0,2,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,1,1,2,22,3,35,6,1,5,0,0,0,-,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,45,9,-,
140603_1201,2,subjects,4,14,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,4,2,1,0.913727423,0.485970866,0.876423756,0.531838285,0.249653903,0.030032845,1,1,8,1,1,0,6,3,6,10,0,10,0,10,5,0,5,0,5,-1,45,2,2,0,0,-1,,0,1,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,1,2,1,12,3,35,6,2,5,0,0,0,-,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,45,9,-,
140603_1201,2,subjects,4,15,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,3,2,4,0.933154747,0.099831202,0.909447867,0.5312765,0.397833797,0.611466023,1,1,7,2,1,3,6,2,6,10,0,10,10,10,5,0,5,0,5,-1,55,3,2,0,0,-1,,0,8,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,3,3,4,23,3,20,6,3,4,20,6,3,-,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,75,15,-,
140603_1201,2,subjects,4,16,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,3,1,2,0.697039315,0.711945525,0.895697627,0.675099532,0.162308189,0.624097982,1,1,7,1,1,6,6,0,6,10,0,10,0,10,5,0,5,0,5,-1,45,4,2,0,0,-1,,0,7,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,3,4,3,10,3,10,6,4,3,70,2,4,-,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,115,23,-,
140603_1201,2,subjects,4,17,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,4,3,2,0.063479247,0.712339748,0.990011986,0.65839986,0.354489566,0.236930929,1,1,10,2,1,4,6,2,6,10,10,10,10,10,5,0,5,5,0,-1,65,5,2,0,0,-1,,0,5,3,0,0,70,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,3,2,1,1,19,3,30,5,1,1,35,2,2,-,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,100,20,-,
140603_1201,2,subjects,4,18,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,1,2,6,0.392623977,0.417865382,0.440205805,0.097209932,0.16413718,0.906127802,1,1,10,1,1,0,6,2,0,10,0,10,10,0,5,0,5,5,0,-1,45,6,2,0,0,-1,,0,6,3,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,3,2,2,2,18,3,30,5,2,1,30,2,1,-,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,75,15,-,
140603_1201,2,subjects,4,19,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,5,3,4,0.131454423,0.139772851,0.430586359,0.371542724,0.178755545,0.257613015,1,1,9,2,1,4,6,2,6,10,10,10,10,10,5,0,5,5,0,-1,65,7,2,0,0,-1,,0,3,3,30,0,40,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,2,1,3,3,12,3,30,5,3,1,45,3,3,-,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,110,22,-,
140603_1201,2,subjects,4,20,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,3,2,4,0.098119821,0.482373869,0.863013929,0.37605105,0.123720565,0.445606157,1,1,9,1,1,4,6,2,6,10,10,10,10,10,5,0,5,5,0,-1,65,8,2,0,0,-1,,0,4,3,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,2,1,4,4,26,3,30,5,4,5,0,0,0,-,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,65,13,-,
140603_1201,2,subjects,4,21,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,2,3,4,0.518562645,0.01679282,0.831173397,0.096508367,0.229511598,0.344447178,1,1,12,2,0,6,6,2,6,0,0,10,10,10,0,0,5,0,5,-1,40,9,2,0,0,-1,,0,2,3,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,4,2,1,25,3,30,6,1,5,0,0,0,-,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,5,0,0,0,-,-1,-1,-1,-1,-1,-,40,8,-,
140603_1201,2,subjects,4,22,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,3,1,2,0.430609579,0.899055787,0.701935538,0.392366903,0.064391593,0.379091591,1,1,12,1,1,4,6,3,6,10,10,10,0,10,0,0,5,0,5,-1,50,10,2,0,0,-1,,0,1,3,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,4,1,2,14,3,30,6,2,1,35,1,4,-,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,5,0,0,0,-,-1,-1,-1,-1,-1,-,85,17,-,
140603_1201,2,subjects,4,23,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,2,3,4,0.871421318,0.133460129,0.864931222,0.227023631,0.543409823,0.670340802,1,1,11,2,1,6,6,0,6,10,0,10,0,10,0,0,5,0,5,-1,40,11,2,0,0,-1,,0,8,3,50,0,20,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,3,4,4,3,16,3,30,6,3,1,25,3,3,-,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,5,0,0,0,-,-1,-1,-1,-1,-1,-,65,13,-,
140603_1201,2,subjects,4,24,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,3,1,6,0.516878607,0.858965042,0.688366352,0.624077552,0.289961272,0.866562144,1,1,11,1,1,0,6,2,6,10,0,10,10,10,0,0,5,0,5,-1,50,12,2,0,0,-1,,0,7,3,60,0,10,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,3,4,3,4,19,3,30,6,4,1,35,3,4,-,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,5,0,0,0,-,-1,-1,-1,-1,-1,-,85,17,-,
140603_1201,2,subjects,5,1,1,0,0,1,1,170,200,170,170,200,200,170,100,170,30,100,100,1,9,9,9,1,1,3,2,6,4,5,1,0.401431485,0.021437673,0.636272106,0.509369499,0.617243164,0.00555045,1,7,2,2,0,1,6,3,6,0,0,10,0,10,0,0,5,0,0,-1,25,1,1,0,0,-1,,200,1,1,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,5,6,3,3,24,2,35,5,3,1,30,1,1,21,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,1,0,-52,-,185,111.6666667,7,28.44292862,2,-99,-99,-99,-99,16,0,-99,4,115,135,115,21,5,6,6,5,5,99999,370,74,0,170
140603_1201,2,subjects,5,2,1,0,0,1,2,170,200,170,135,175,170,170,100,170,115,125,170,1,9,9,5,3,9,4,2,3,6,5,1,0.271432077,0.162399334,0.255200952,0.84917297,0.286408388,0.086334351,1,7,2,1,1,1,6,2,5,10,0,10,10,0,0,0,5,0,0,-1,35,2,1,0,0,-1,,200,2,1,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,5,6,4,4,25,2,35,5,4,1,30,1,2,23,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,1,0,-66,-,170,141.6666667,7,38.82007575,2,-99,-99,-99,-99,16,0,-99,4,135,0,0,23,5,2,5,3,4,99999,400,80,3,170
140603_1201,2,subjects,5,3,1,0,0,1,3,170,200,170,126,150,170,170,100,170,136,150,170,1,9,9,4,5,9,5,6,3,2,1,4,0.715023846,0.742718194,0.302968567,0.094531975,0.01264038,0.530543772,1,7,1,2,1,1,6,2,6,10,0,10,10,10,0,0,5,0,0,-1,45,3,1,0,0,-1,,200,3,1,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,2,4,2,4,16,2,35,2,2,4,40,5,3,9,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,4,0,-242,-,164.3333333,149.3333333,7,41.74395206,2,-99,-99,-99,-99,16,0,-99,4,30,170,30,11,6,4,6,6,4,99999,315,63,0,136
140603_1201,2,subjects,5,4,1,0,0,1,4,170,200,170,170,200,170,170,100,170,30,100,170,1,9,9,9,1,9,6,5,3,1,4,2,0.45445847,0.446863984,0.139021481,0.005858033,0.333985273,0.054060421,1,7,1,1,0,3,6,0,6,0,0,10,0,10,0,0,5,0,0,-1,25,4,1,0,0,-1,,200,4,1,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,2,4,1,3,9,2,50,2,1,3,35,4,2,24,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,9,0,-224,-,180,123.3333333,7,32.39139321,2,-99,-99,-99,-99,16,0,-99,4,170,0,0,14,6,4,6,5,6,99999,430,86,0,100
140603_1201,2,subjects,5,5,2,0,0,1,1,170,200,170,170,200,200,170,100,170,30,100,100,1,9,9,9,1,1,3,1,2,5,6,4,0.496871724,0.247461554,0.373269729,0.793461952,0.924256309,0.66577247,1,7,4,2,1,0,6,3,8,10,0,10,0,0,0,0,5,0,0,-1,25,5,1,0,0,-1,,200,4,2,20,0,50,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,4,1,3,4,20,2,30,2,1,3,35,3,3,23,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,9,0,-12,-,185,111.6666667,7,28.44292862,2,-99,-99,-99,-99,16,0,-99,2,74,189,74,23,5,4,6,5,4,99999,334,67,15,30
140603_1201,2,subjects,5,6,2,0,0,1,2,170,189,170,144,175,200,170,74,170,94,125,100,1,6,9,6,3,1,1,3,2,6,4,5,0.023689658,0.271138413,0.072549829,0.798908277,0.285714102,0.515384728,1,7,4,1,0,0,6,3,8,0,0,10,0,0,0,0,5,0,0,-1,15,6,1,0,0,-1,,200,3,2,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,4,1,4,3,16,2,30,2,2,4,35,5,2,22,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,3,0,-80,-,174.6666667,122.1666667,7,32.99245909,2,-99,-99,-99,-99,16,0,-99,2,189,0,0,22,5,5,5,5,5,99999,439,88,8,125
140603_1201,2,subjects,5,7,2,0,0,1,3,170,200,170,135,163,174,153,100,170,115,138,161,2,9,9,5,4,8,3,1,4,5,6,2,0.290482479,0.022408464,0.647044392,0.958913218,0.992711928,0.15302667,1,7,3,2,1,3,6,3,8,10,0,10,0,0,0,0,5,0,0,-1,25,7,1,0,0,-1,,200,7,1,35,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,3,4,3,1,22,2,35,3,3,2,35,5,4,24,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,9,0,-61,-,168.6666667,139.5,7,38.55427633,2,-99,-99,-99,-99,16,0,-99,2,100,200,100,26,6,4,6,5,6,99999,360,72,13,100
